,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
pCj,122.92648160015729,122.90936229390515,122.88962160673823,122.88898448802806,122.89548140400215,122.90448577434158,122.89900968994898,122.89975493319163,122.90134200298739,122.90653822219515,122.91096613592975,122.91790177005434,122.92547396948741,122.93349872679568,122.94185303733086,122.95047157627026,122.96451375423219,122.9781667080484,122.98962246825533,123.00238129125368,123.0147908829608,123.0302600138667,123.04706800304494,123.06183125854534,123.07794114117283,123.09200883153731,123.11403896455492,123.13575313014427,123.15717628604699,123.17830303570594,123.19914283923333,123.21973366452144,123.24005500064123,123.26011545594358,123.27993737708172,123.29957012611514
pCj,104.42242141369786,104.38723504441974,104.3469906198632,104.34569763479178,104.35890024518324,104.3772607593512,104.36608577460959,104.36760499683054,104.37084198902905,104.38145615084194,104.39052021450733,104.40475344097747,104.42034297873374,104.43692132192669,104.45424307843456,104.47217980261175,104.50155063439531,104.53028223649892,104.55452368596005,104.58166675706403,104.60821330779692,104.6415079784275,104.67794124401654,104.7101642642726,104.74556466544506,104.77668183024403,104.82579669853368,104.87467014396906,104.9233423913269,104.97178582189187,105.02000687482533,105.06807961007097,105.11594286847101,105.16360325386935,105.21110111917667,105.25854416954185
pCj,175.67765266961638,175.69690529231633,175.71933610070968,175.72006407709083,175.7126518011913,175.70242360184193,175.70863824353992,175.7077913810612,175.70598906944093,175.70009920215955,175.69509364675181,175.6872782469942,175.67878066445434,175.6698155838776,175.66052686752087,175.65099245851817,175.63556390575613,175.62069057566742,175.608309428866,175.5946274629542,175.58143029763767,175.56513427032314,175.54762624838992,175.53242196997772,175.51602012031324,175.5018621593541,175.4800061689727,175.45885012020594,175.43836454472935,175.4185497277476,175.39939177362905,175.38085182774844,175.3629446458217,175.34565833171268,175.32896995439563,175.31283617360273
pCj,105.86040038936883,105.90250435012344,105.95111074549065,105.95268035340466,105.9366758029768,105.91450630611575,105.92798809553749,105.92615309282637,105.9222455494423,105.90945443778475,105.89855778475881,105.88149602022867,105.86287726215161,105.84315652042513,105.8226383390185,105.80148532187017,105.76705345227758,105.7336178237663,105.70559752933457,105.67442975836796,105.64415807597575,105.60648676536718,105.565641539737,105.529845514024,105.49087675629599,105.456932393922,105.40394619256622,105.35194179982119,105.30087053554372,105.2507561716454,105.20158673148761,105.15328350124973,105.10590533991032,105.05944215501862,105.01385234737037,104.96903385254998
pCj,104.10217312062025,104.19488817299566,104.30052782031154,104.30391474728061,104.26930912361068,104.22111015248035,104.25045738823107,104.24646961861953,104.23797087762263,104.21008387612935,104.18624581677574,104.14876904681611,104.10765898079582,104.06387006047507,104.01803860232411,103.97049501985377,103.89245603122907,103.81588866396493,103.75111242034362,103.67839210786497,103.60707467341088,103.51735470058607,103.41882757177927,103.33138128117149,103.23498222812044,103.14996153280352,103.01522393183082,102.88049136930194,102.74566542404985,102.61083593332354,102.47599991081722,102.3409647905058,102.2059180111995,102.07085872262252,101.93569074116408,101.80012439431148
pCj,103.25432618107358,103.23997342169226,103.22363923412911,103.22311588760475,103.22846386413929,103.23591699081699,103.23137861091068,103.231995202054,103.23330938121413,103.23762255794006,103.2413106380909,103.24711094175157,103.25347651709477,103.26026026692429,103.26736412215509,103.27473736025439,103.28684863449686,103.298741918188,103.3088117542535,103.32012532811804,103.33122968238263,103.34521213173268,103.36058368004726,103.37424112245536,103.38931307968944,103.40262045191585,103.42373793383857,103.44489068915584,103.46609584376753,103.48734119047026,103.50862933444154,103.52999314820421,103.55140572305577,103.57287007638594,103.59440468095335,103.61605936734279
pCj,101.31587708853561,101.27336361664973,101.22458469644161,101.22301476205757,101.23903743313728,101.2612895303576,101.24774993464624,101.24959137117463,101.2535141151757,101.26636937348349,101.27733817630613,101.29454559249893,101.31336930208191,101.33336020816995,101.35421829062835,101.37578551638674,101.41103281843883,101.44543160000856,101.4743924658897,101.5067530154276,101.53833465983588,101.57785055719751,101.62097311430743,101.65901042837343,101.70068924664221,101.73723171002469,101.79473385067767,101.8517422531763,101.90830961741646,101.96440936526751,102.02005442897041,102.07533509798684,102.13018562645077,102.18461836287288,102.23868376232599,102.29250782827775
pCj,108.53262115931592,108.53822832057952,108.54478681438762,108.54500008677245,108.54282954728154,108.53983939053852,108.5416557008123,108.5414080673971,108.54088119336711,108.53916061684053,108.5376998295497,108.53542183478216,108.53294909823671,108.53034526235956,108.52765302003667,108.52489601260328,108.52044921200911,108.51618114312329,108.5126435278513,108.50875178482976,108.50501683527438,108.50043276903149,108.49554545414342,108.49133609360116,108.48683516210916,108.48298647667137,108.47711869622535,108.4715340094141,108.46622750527538,108.46120196876134,108.4564563109545,108.45198343888072,108.44778928947218,108.44387304930814,108.44023148925636,108.43685760267117
pCj,106.9021295601105,106.87042924631291,106.83386025830653,106.8326797764438,106.84471726696071,106.86139711567972,106.8512533340063,106.85263388183213,106.85557381058081,106.8651987154196,106.87339963804338,106.88624352695247,106.90026403141627,106.91511995237593,106.93058318129464,106.94653250097332,106.97251218271364,106.99776395939112,107.01894594158648,107.0425308444309,107.06546359179774,107.09404113361641,107.12508038311682,107.15233347993528,107.18206148944437,107.20801150814586,107.248631454351,107.28864691585142,107.32810436194394,107.36699429538773,107.4053345632183,107.44319537648951,107.48053935016772,107.51738265454462,107.55376663581106,107.58978209136153
pCj,101.45563733518507,101.42413580262397,101.38785484134193,101.38668470553324,101.3986198772311,101.41516896388858,101.40510308155244,101.40647274472852,101.40938978854787,101.41894260793107,101.42708555106557,101.4398449961881,101.45378218581271,101.46855991769525,101.48395281237191,101.49984135980817,101.52574773110706,101.55095875306937,101.57212973642453,101.59572730743527,101.61869756230736,101.64735662944442,101.6785281863149,101.70593506245389,101.73587095535606,101.7620367120741,101.8030585735018,101.84354671885768,101.88354497466572,101.92304067384492,101.96204896738536,102.00063859938871,102.03876889557026,102.07645377527052,102.11373312227163,102.15069793693344
pCj,112.27985213151655,112.29094245572453,112.30398344558921,112.30440874625764,112.30008606396844,112.2941391004168,112.29774829969173,112.29725592166473,112.29620859951856,112.29279163540862,112.28989465846753,112.28538447660378,112.28049908732493,112.2753663345632,112.27007235501547,112.26466432265664,112.25597167723797,112.24766377997821,112.24080443453101,112.23328726699157,112.2261021274605,112.21732382168352,112.20801557026981,112.20004242692342,112.19156406553013,112.18435482066656,112.17343976170682,112.16314356584094,112.15345174665553,112.14436424507309,112.13587411668215,112.12796415991404,112.12064058564714,112.11389774333773,112.10772617874042,112.10211078567139
pCj,109.93907595608414,109.86369158209209,109.77697496809202,109.77418006331179,109.80269316478127,109.8422490692325,109.81818660558432,109.82146026948949,109.82843290355213,109.85127219795244,109.87074686158212,109.90127373749628,109.93463418369184,109.9700245668169,110.00690775768591,110.04499949893042,110.1071535208681,110.16769268148694,110.21857088833889,110.27532373524755,110.3306110688058,110.39964998530985,110.47481503450923,110.54096463906039,110.6132840940228,110.67655098960024,110.77584085705594,110.87395816559238,110.97100131833723,111.06693198659084,111.1617794757365,111.255703846831,111.34859922113618,111.44049261813362,111.53147468766726,111.62176140758469
pCj,109.6858309138635,109.80791330043586,109.94905888476717,109.95362064591103,109.90711863394898,109.84274392721666,109.88188562482182,109.87655702038245,109.86521113377584,109.82808133869203,109.79646305923777,109.74697817456428,109.69300820276933,109.6358781392215,109.57647445299365,109.51527074157684,109.41572598874455,109.3191521644779,109.238285119793,109.14840093899952,109.06116444443235,108.95268541701148,108.83516064661012,108.73223662961489,108.62025825795477,108.52276816308107,108.37066560981329,108.22144857149947,108.07494573426226,107.93119453228992,107.79013066397745,107.65149904617275,107.51543997381205,107.38189666290302,107.25072225054898,107.12159558664231
pCj,107.78018190783605,107.82375030782393,107.87424696796313,107.87588117030491,107.85922837368699,107.83619916109048,107.85019848977795,107.84829207701118,107.84423348883237,107.8309575973314,107.81965964384594,107.80199114888087,107.7827404684754,107.76238482671128,107.74124376768951,107.71948895654256,107.68416547369232,107.64996882628071,107.62139069609294,107.58968852151084,107.55898507904955,107.5208973573401,107.47975324238288,107.44382693825301,107.40485744352041,107.37103339390238,107.31846264570137,107.2671395307278,107.21700538186202,107.1680733561285,107.12032172534953,107.07366495733721,107.02815118485962,106.98376182945755,106.94044888035249,106.89810845502625
pCj,108.8877025036819,108.85173473285869,108.81057128317451,108.8092482998689,108.82275577832046,108.84153527034725,108.83010599647247,108.83165991439112,108.834970701092,108.8458255817021,108.85509370773826,108.86964464652488,108.88557845796737,108.9025187967311,108.92021441593552,108.93853377270136,108.96852176080795,108.9978465407444,109.02258095984328,109.05026849058314,109.07734048620878,109.11128529805774,109.14842006088985,109.18125613828394,109.21732346541378,109.24902231834555,109.29904921040792,109.34882623982064,109.39839831348714,109.44774113341305,109.4968649830616,109.54584895976265,109.59463431165497,109.6432312285913,109.69168425656613,109.7401067066423
pCj,100.6828789594395,100.6548514796535,100.62312900591671,100.62211577202716,100.63247903893472,100.64695593276875,100.63813598739222,100.6393334271272,100.64188649636554,100.65027427990762,100.65745675902393,100.66877177126841,100.68121586642415,100.69450731282363,100.70845844007012,100.72297304064853,100.74688925800065,100.7704627400818,100.79048796215052,100.81305664107813,100.83527810718715,100.86335483536928,100.8943397862602,100.92197019504354,100.95256804891206,100.97967245453312,101.02284818291886,101.06628767867676,101.1100165950147,101.15400066580769,101.19823640878876,101.2427839630268,101.28757937745523,101.33262113896028,101.37794064002837,101.42363618436929
pCj,97.5723870301694,97.53552048200035,97.49336981177952,97.49201584765393,97.50584178512143,97.52507223739738,97.51336743000815,97.51495860695938,97.5183489904063,97.52946686501438,97.53896198143117,97.55387378787121,97.5702089901754,97.58758312273254,97.6057395227029,97.62454401239849,97.65534361501533,97.68548257081873,97.71091910234188,97.73940886571756,97.76728150045145,97.8022522830621,97.84053669362447,97.87441227170675,97.91164533064384,97.94438870496397,97.99610051947454,98.04759625648757,98.0989194399974,98.15004209236525,98.20097211347809,98.25178892316195,98.30242907399582,98.35290066885534,98.40324760951371,98.45358544479764
pCj,106.34055516684215,106.3434664273965,106.3471452696133,106.3472696658126,106.34601722151862,106.34434339618632,106.3453531507428,106.34521418492784,106.34491986766044,106.3439717345323,106.34318258976951,106.34198150449836,106.34071925673447,106.33943793568335,106.33816613968789,106.33692118596107,106.33504028408959,106.33338910751839,106.33214077351592,106.33089980389315,106.32984589993688,106.32874686382713,106.32782751969961,106.32726048656937,106.32690323509495,106.3268185274262,106.32712069636632,106.32795037361178,106.32930058888779,106.3311634985935,106.33353227771968,106.33640509466763,106.33977332171234,106.34363184447434,106.34797933940212,106.35282364029045
pCj,105.64817804097007,105.65038858250311,105.65324016513365,105.65333752681686,105.65235983238485,105.65106308605638,105.6518439945401,105.65173626432616,105.65150837040656,105.65077679261357,105.65017106111738,105.6492551656118,105.64830132633739,105.6473434321312,105.6464045565328,105.64549894263787,105.64416181151883,105.64302826643214,105.64220563617475,105.6414293154092,105.64081754560006,105.64025578558126,105.63990229632195,105.63981643710756,105.6399668449638,105.64031017475916,105.64125312759339,105.64267786323148,105.64457817222281,105.64694613991666,105.64977526463325,105.65306455957534,105.65680497614613,105.66099162272928,105.66562355260545,105.67070913443169
pCj,109.70301358374148,109.8323783012574,109.98200248980777,109.98683932076307,109.93753631763816,109.86929535085838,109.91078630200839,109.90513759376009,109.89311042874354,109.85375397472909,109.82024301131088,109.76780234971206,109.71061767630344,109.65009495994249,109.58717490630752,109.52236043331199,109.41696960094356,109.314756116481,109.22919118784252,109.13411189543321,109.0418604769475,108.92718325358521,108.8029916504718,108.6942710016054,108.57603139160786,108.47312933663758,108.31265752595219,108.15532029103213,108.00093444514788,107.84953697473111,107.70105768711538,107.5552258856745,107.41218702502142,107.27187917071812,107.13414594869484,106.99864851326639
pCj,102.3288802790492,102.26815086216841,102.19858083064081,102.19634368567695,102.21918135384456,102.25091952074432,102.23160522804187,102.23423151429188,102.23982675383358,102.25816826905788,102.27382466074764,102.29839769898389,102.32529552054055,102.35388021659,102.38372572470142,102.4146083632541,102.46512876937155,102.5144913901947,102.55609528134411,102.60263128781845,102.64809624704863,102.70505149531643,102.76729140520843,102.82226622695114,102.88258420407409,102.9355376071195,103.0189934615274,103.10188917209463,103.18429715167822,103.26617460904514,103.34753634168553,103.42851073705619,103.50899802470076,103.58901267171018,103.66862548168861,103.74801934594332
pCj,108.69682684603774,108.69881012361627,108.70154891018521,108.70164528511562,108.70068534857094,108.69944192569169,108.70018649689156,108.70008299090593,108.6998648485261,108.69917241284092,108.69860877342835,108.69777499421176,108.69693340887497,108.69612027989501,108.69536040010523,108.69466973912357,108.69374896921401,108.69309911895343,108.69274257531616,108.69255030825298,108.69257251672578,108.69289243564636,108.6936124460305,108.69456923330064,108.69596436418995,108.69748637970376,108.7004480088562,108.70407024129204,108.70834219943943,108.71324847749187,108.71877689112593,108.72492523338704,108.73167571738357,108.73901868047221,108.74695107855767,108.75548486961955
pCj,100.7176411280612,101.12147916432014,101.58928093871488,101.60441638636703,101.45017632212308,101.23682849762206,101.36652555668236,101.3488646779362,101.31126502788355,101.18826287845141,101.08357205570543,100.91982084499573,100.74136304373486,100.55260882100151,100.35650845078227,100.15464156470532,99.82669327438943,99.50897605799341,99.24326478200351,98.94827700436707,98.66232900445767,98.30722673267543,97.92309981758804,97.58718786044714,97.22223871679569,96.90493635602176,96.41066412844629,95.92666571116291,95.45230701011323,94.98763390569412,94.53236533240012,94.08560904311462,93.6477506627045,93.21854207095637,92.79744880688965,92.38338155685693
pCj,108.61076381630079,108.51521527827879,108.40568489956989,108.40216149326939,108.43812637220226,108.4880935776753,108.45768774292743,108.46182256597329,108.47063133692393,108.49950349747004,108.5241446499474,108.56281152703524,108.60512538881738,108.65008001438767,108.69700319538606,108.7455413851689,108.82490977843284,108.90241742493562,108.9677099269686,109.0407069589816,109.11198685397183,109.20122868369248,109.29868294029029,109.3847014933595,109.47901426063659,109.56175371842878,109.69204043005973,109.82131287096514,109.94968277912635,110.0770822429408,110.20353311752416,110.3292333960202,110.45402658238558,110.57793374793978,110.7010629529374,110.82369473572167
pCj,101.40910471555131,101.40955744937632,101.41041179880168,101.41044523510793,101.41012102128929,101.40973561050139,101.40996147023067,101.40992913264964,101.40986194609565,101.4096579832215,101.40950359682748,101.40929788052854,101.40912387695447,101.4089975117601,101.40892985756062,101.40892892891836,101.40907860192178,101.40940579030466,101.40982026782625,101.41043400540244,101.41118654194678,101.41234231847471,101.41387607016625,101.41546579439317,101.41746357666662,101.41943612185845,101.42296011167868,101.42696381492344,101.43144195674729,101.43638401760818,101.44178273020654,101.44764000122701,101.45394249721639,101.4606846853953,101.46786682583621,101.47550215354435
pCj,104.81470800359362,104.77617425193824,104.7321202133833,104.73070516324958,104.74515507924595,104.765253911114,104.75302045423464,104.75468348300198,104.75822697830725,104.76984708329519,104.77977129138817,104.79535727628802,104.81243140907917,104.83059190227594,104.8495705156386,104.86922702033488,104.9014230300217,104.93292938527347,104.95952060838023,104.98930425005994,105.0184432288246,105.05500337671108,105.09502821304068,105.13044398161904,105.16936988300083,105.20360179423095,105.25766376200988,105.31149846167703,105.3651508717178,105.41859124970348,105.4718273914998,105.52494187069176,105.57786796422161,105.63061376291833,105.68322479327077,105.73582145320822
pCj,103.32209345730878,103.28510233940769,103.24286936822978,103.241513840406,103.25535894563383,103.27462766178334,103.2628979451501,103.26449221650677,103.26788949812936,103.27903292019454,103.2885534000576,103.3035115869437,103.31990670656822,103.33735491720063,103.35560003796532,103.37450844389177,103.40550441756689,103.43586651588416,103.4615148388189,103.49026693417191,103.51842152507159,103.55378089274764,103.59253434840625,103.62686227811459,103.6646321675643,103.69788132944466,103.75045479918094,103.80288331322116,103.85520839040122,103.90739885945419,103.95946020191377,104.01147128832608,104.06336498209147,104.11514736858419,104.16686144442843,104.21862419777393
pCj,100.0,99.90877089288176,99.80411115070883,99.80074296537718,99.83511916081449,99.88286337790638,99.85381242093534,99.85776339087629,99.86618007161638,99.89376314852744,99.91729935976501,99.95422358993181,99.99461826718478,100.03752014512264,100.08228569396246,100.12857608378008,100.20423455174483,100.27807878272476,100.3402547787036,100.40973519317859,100.47754880991403,100.56240667878527,100.65501864272507,100.73671661785312,100.82624331274853,100.90474287508832,101.02827739864627,101.15076142106835,101.27230589629943,101.39285135685148,101.51242316540619,101.6312128508444,101.74907663279592,101.86603847845832,101.98220420694174,102.09784189091295
pCj,100.48385530295478,100.294656219774,100.07752879930051,100.07053986129701,100.14186657508523,100.24091572790236,100.18064896499692,100.1888456833096,100.20630663256343,100.26352594083328,100.3123459291273,100.3889278180134,100.47269590488169,100.56164977839524,100.65445276323312,100.7504003729031,100.9071832453628,101.0601612459232,101.18893119359475,101.33278922292594,101.47315457766382,101.64873964904862,101.84029094573822,102.00919833606409,102.19421286453507,102.35636905027471,102.61141620920091,102.86412092753211,103.11470755053813,103.36304877855284,103.60919224165441,103.85352706078694,104.09575222201735,104.33591202487905,104.57421846403537,104.81121511404258
pCj,100.04827174482205,100.05457754141771,100.06203952705957,100.06228369622447,100.05980304424158,100.05640206681808,100.05846568701956,100.05818393167223,100.05758486895462,100.05563264102472,100.05398019123359,100.05141263672697,100.04863858672343,100.04573232626588,100.04274382506219,100.03970100478212,100.03483201378062,100.0302051856503,100.02640615276869,100.02226601005714,100.01833290509528,100.0135621937064,100.0085486058017,100.00429459171906,99.9998163157128,99.99604888909182,99.99042489476813,99.98522156320485,99.98043090075105,99.97605235196517,99.97208207561344,99.96851193523769,99.96534483543611,99.96257824709839,99.96020850789697,99.95823092946583
pCj,101.43100354073862,101.2011320807458,100.93744890662842,100.92896358129971,101.01556833306189,101.13585667753841,101.06266360558199,101.07261781036311,101.09382323657086,101.16331900614165,101.2226204513965,101.31565724011865,101.41744250305231,101.52554962979696,101.63835722986187,101.75501138859595,101.94568198326122,102.13178717504339,102.28848892565891,102.46360162480508,102.63451320740201,102.8483781775505,103.08177666618057,103.28765803416762,103.51325035179224,103.71103692471542,104.02224750999055,104.33074388879051,104.63679234929359,104.94023003490786,105.24110781988182,105.53989447480693,105.83621519008452,106.13011736694033,106.4218539241259,106.71208435556605
pCj,110.37910113000234,110.31609036204264,110.24392098243753,110.24160049720945,110.2652896593271,110.29821381288232,110.27817741203789,110.28090182052512,110.28670617734598,110.30573386872561,110.32197680985763,110.34747199511041,110.37538138309439,110.4050435992522,110.43601694511221,110.46806963738787,110.52051082522603,110.57175834788296,110.61495720633057,110.66328420940066,110.71050611263236,110.76967245995213,110.83434168523182,110.89147375780622,110.95417124606053,111.00922463405401,111.0960113117784,111.1822415794482,111.26799073093638,111.35321420101583,111.43792731986446,111.52226374287618,111.60611953511122,111.68950968802265,111.77250793889125,111.85530501878912
pCj,105.5564861566441,105.49094093453006,105.41581237137251,105.41339573501408,105.43806357105005,105.47233701110628,105.4514809589167,105.45431709107862,105.46035918844106,105.48016349889625,105.49706608732191,105.52359052683217,105.55261805879466,105.58345885164356,105.61565213779478,105.64895577568898,105.70341849943011,105.75661156226681,105.80142749926296,105.85153883801863,105.90047919146542,105.96176384801826,106.02870435834166,106.08780495383073,106.15262188411444,106.20950125951704,106.29910028166415,106.38804520392596,106.47641568498805,106.56416769598741,106.6513189092332,106.73800846982122,106.82413110336792,106.90970384425721,106.99480384493461,107.07962778267823
pCj,100.0,99.64918450726285,99.24686584786528,99.23392099019037,99.36604694196464,99.5495797353247,99.43790093549099,99.45308869420262,99.48544365275647,99.59148415328781,99.68197536106443,99.823955769981,99.97930179317828,100.14431322279079,100.31651775127123,100.49461382840002,100.78575355986665,101.06997274963143,101.3093252692026,101.57684015777447,101.8379780398334,102.16480097874697,102.5215443344107,102.83628773573889,103.18122677355018,103.48370217735346,103.95973340632825,104.43172512843823,104.90007723980973,105.36453303737456,105.82516284416297,106.28267700176083,106.73649428158856,107.1866798332292,107.6336137295278,108.07829923833216
Mj,132.35,134.25679853240982,136.12879189386538,154.72386873825766,186.07015506845482,165.21140137609237,159.67363628570942,171.87987934249963,170.4698980175652,173.87333755104282,177.63094232281063,181.3350259656383,184.80232622190996,188.53029410458,192.1511058778517,195.92468632658327,199.14269023757495,201.15358316012777,203.26659040091394,205.3380388253713,207.49273300753006,209.59147950780817,211.603848872094,213.63323129679472,215.49156640093912,217.31206587409434,218.6036028557246,219.91915484679814,221.1838027151562,222.40495043661366,223.63308907328266,224.6530767142483,225.6815775028422,226.77161125680968,227.94158774097798,229.24093796926968
Mj,355.54,359.28380612410774,362.68899647957744,412.17329962969063,496.3980431875881,441.63932091432156,426.31354576302107,458.979539257289,455.3759684615572,465.00759733056935,475.5276383827131,486.19736172593986,496.3340221759301,507.25643679518436,517.9660197621394,529.157919732428,539.5425378023256,546.6591710754392,553.8203047664664,561.064854355319,568.529986027352,576.2731743585177,583.999695649662,591.5521416439069,598.85284869269,605.8154417870932,612.4248894866355,619.106206934903,625.6503036295029,632.0738709750997,638.5191259039998,644.3731651429241,650.2477997995256,656.2966530987862,662.5774674392109,669.2434915748823
Mj,387.1,391.7495827127218,396.1330330015365,450.2050041482942,541.8986673158265,481.7482883977942,465.2491781439513,500.86655204367844,496.8664448518875,507.14957728715507,518.4262516887661,529.7438517409813,540.4383322859676,551.952903071457,563.2047318617394,574.9519998429256,585.5361796142371,592.5733606122591,599.75478363985,606.9467438065847,614.3807167864283,621.9411035267633,629.395534904955,636.7522409227976,643.7505266083078,650.4791711877501,656.3869652964538,662.3730093042213,668.2130870359509,673.9268724483213,679.6666906647654,684.7798267355449,689.9203167153565,695.2510380236517,700.8317151994526,706.82116224892
Mj,365.45,369.628644221026,373.5177697344295,424.4936986788577,511.06199024569884,454.4713495996696,438.8260548621529,472.43237504444085,468.68423698176906,478.467213540095,489.1784455483086,499.9731670486835,510.19522330691456,521.2043753711023,531.9767024849594,543.2274606761614,553.4838341308664,560.3869768605954,567.3908910504956,574.433474026211,581.7033149735953,589.1556114838797,596.5385332218385,603.7951179915294,610.7424516427423,617.3989443094439,623.4338663055263,629.5400161552029,635.5043411126012,641.3447584999308,647.2058528477969,652.4660591163909,657.7470644867731,663.2040673847137,668.8944068370378,674.9706303367466
Mj,127.45,128.72722125088475,129.87329060583983,147.59016676580922,177.78224898981418,158.2118184739875,152.69737185508524,164.4012404359644,163.11795752920528,166.593138443732,170.38400862969672,174.2424277578864,177.91494931618766,181.87360880539254,185.76003937382072,189.82336791851645,193.63191255253548,196.26922514163473,198.91206871799608,201.59606247947835,204.3602841674608,207.24867518861177,210.14512387960383,212.96929245724715,215.7173025034706,218.3327495168121,220.888111760781,223.4747555943147,226.01739774092445,228.5218984797373,231.03967943476383,233.34914883588098,235.67133173574325,238.0620445607055,240.54263075020867,243.16952230269519
Mj,210.66,213.0156732966348,215.19564730829683,244.56228714762725,294.4641401316698,261.8917314035189,252.85603732900134,272.22326847851474,270.06971826769126,275.72767445327565,281.9183544213601,288.16849087276273,294.0926099770175,300.47389669558794,306.72175194400705,313.2483902079432,319.2290773544014,323.2763907534569,327.37309939663453,331.5003904169877,335.7590654134459,340.1410599813091,344.4928631210018,348.7635904353636,352.865737381643,356.79107885855854,360.40558426918653,364.06354487612526,367.6418808227158,371.1508243681328,374.6740386886988,377.8518032068045,381.0437587466898,384.339893690047,387.7736873132404,391.43408034065817
Mj,432.66,437.4176927464648,441.80503474614096,502.0927105529321,604.5818469991875,537.755039413563,519.1723779668032,558.9420724265042,554.5293168232861,566.1771254665754,578.9158839231452,591.7941431963494,604.0097836255611,617.1706073888579,630.0632646900699,643.5344367146788,655.9310231080052,664.3594003281632,672.8769805104673,681.4747543914154,690.3460237229771,699.5082571943329,708.632622658585,717.579280158401,726.2048056155706,734.4530697578754,742.1742093232637,750.0015172399254,757.6821201072081,765.2371790516157,772.839551791731,779.7479312150249,786.7038583504278,793.8937228800518,801.3878047800595,809.3718940438405
Mj,258.72,261.7410378208009,264.5691346065406,300.6790089807095,361.9638491998509,321.8419324651405,310.7865655973795,334.58378339961723,331.9218211669766,338.8251949856546,346.3886847672969,353.9979644081438,361.19731760373776,368.9502517284911,376.53242471963677,384.4504103788018,391.63471515168067,396.44727911852453,401.3420456685144,406.256884482631,411.3338855421022,416.5240669522465,421.65883893177124,426.7151305108278,431.54728579668847,436.18481650864857,440.3496398253911,444.5714457817679,448.7003087150302,452.7495915870332,456.82198974368447,460.47936689457526,464.1612844728217,467.97785957750887,471.9701394812855,476.24640239864686
Mj,242.76,245.35558763806185,247.72774069881586,281.52877527457366,339.03599067451825,301.6102697140188,291.1589884806844,313.4666200513277,311.0007972106989,317.56305777722747,324.73379848310464,331.998407305657,338.89625494257837,346.32836384471176,353.6132424125863,361.2256562626666,368.26832533294316,373.0809542925549,377.9306763563348,382.8326466235642,387.8858397040973,393.11844644912026,398.3350958233703,403.4392961282728,408.3673852728026,413.0712059639775,417.509882465698,421.9993337455868,426.3970026799824,430.71436121655546,435.04835423725984,438.9813733402045,442.9304144324051,447.00012048212903,451.2297643156009,455.7235902997036
Mj,365.05,368.92260896816117,372.452488925305,423.27011957514105,509.7473874461738,453.49757038946217,437.77115846563925,471.3134915078015,467.6097189985594,477.48885405972396,488.28145885661485,499.2216402986227,509.6123205096335,520.8079378520181,531.7833932295998,543.2524729377673,553.8780368576246,561.1484159126538,568.4691139458643,575.870905571917,583.4988499118593,591.4022287107645,599.2827925802734,606.9887640880564,614.4303992051358,621.5294948632775,628.238057871684,635.0175321891656,641.6531550203226,648.1619026889402,654.6894020871049,660.6069455180989,666.5417953581372,672.6511729206109,678.9938908996901,685.7264323162531
Mj,456.59,461.7936628457354,466.62870011618617,530.3110146426309,638.4703463651667,567.7847713511102,548.2310210049302,590.2169667408267,585.5367421435111,597.7665339093851,611.1548945575457,624.6509982706755,637.4321350624367,651.196728423475,664.6651720806157,678.7308750267272,691.5573853234523,700.1908779468891,708.9465350123738,717.7482374427087,726.8308743531777,736.1369171656431,745.3500374369461,754.4014457007041,763.0591374295332,771.350938301069,778.8419649762532,786.4098756013403,793.7882262842828,800.9992314511184,808.223248571661,814.6837555978951,821.1570912854971,827.8367387911449,834.7938023052998,842.2178374938303
Mj,243.81,246.32807905174562,248.60385536177787,282.52050182086805,340.2783744684854,302.77421463573444,292.2482098486829,314.64434783346087,312.1799230661675,318.80255804760895,326.0320276473049,333.3745466599018,340.35493142747396,347.8768464545452,355.2550704648805,362.9661192252234,370.14615482307704,375.08312992129805,380.04208509759155,385.0635158926771,390.23501917986596,395.6089161905406,400.9758112495119,406.2150261869224,411.285374853204,416.11551797776855,420.72784513451126,425.3851088263536,429.9435632922518,434.4144712768578,438.8954397944437,442.9650877889123,447.0437349810575,451.23691152945554,455.58426597391286,460.1911327888121
Mj,393.31,397.3805521148219,401.0612665889164,455.77778246286545,548.9518243278209,488.4432726118517,471.46552644081623,507.5953485077448,503.6187009382079,514.2993449134849,525.9592610677421,537.7997270523388,549.0552831635647,561.1837842368261,573.0798818308907,585.5122805414552,597.0832214359227,605.0354556059015,613.0244396591769,621.1124354170925,629.4421721067233,638.0945591905981,646.7332117209443,655.1670750835461,663.3259965735908,671.0988985298246,678.5091484483117,685.9902458827505,693.3103185211133,700.4875271776305,707.6792326017802,714.2059348158153,720.7453984554058,727.4677131620249,734.4366963083935,741.8219689718345
