,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
aYij,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315,0.00023833700635901315
aYij,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573,0.0003155667053474573
aYij,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017,0.0003509495092068017
aYij,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645,0.0005374098104024645
aYij,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841,0.0007357713669348841
aYij,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727,0.004421040616619727
aYij,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686,0.0018302327011765686
aYij,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384,0.001948148819534384
aYij,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487,0.0018018817558626487
aYij,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221,0.004720038559013221
aYij,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224,0.001911963893629224
aYij,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378,0.007558536136266378
aYij,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387,0.0034242338755088387
aYij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aYij,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367,0.010961169149910367
aYij,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282,0.0115058137236282
aYij,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728,0.01227582120622728
aYij,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346,0.01228457901058346
aYij,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564,0.19456927283027564
aYij,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494,0.0010607769266645494
aYij,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295,0.011352210119476295
aYij,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025,0.018537418808021025
aYij,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005,0.016298271602725005
aYij,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224,0.003965093605442224
aYij,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184,0.007011271172705184
aYij,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404,0.007340032682031404
aYij,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885,0.005489911823708885
aYij,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225,0.006421992789438225
aYij,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282,0.019291631461522282
aYij,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377,0.000347956346805377
aYij,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466,0.008022266179076466
aYij,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584,0.020069168855563584
aYij,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632,0.006581647837659632
aYij,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266,0.0025080579020614266
aYij,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636,0.002591138244030636
aYij,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126,0.09679469385417126
aYij,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016,0.009291648098822016
aYij,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657,0.0035874978814121657
aYij,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477,0.008120006268595477
aYij,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118,0.001783364284925118
aYij,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826,0.010508759065190826
